Date,USD (PM),Value,able_trade_gold,gold_growth_rate,bit_growth_rate,gip,bip,gir,bir,C,G,B,total property,gold_macd,bit_macd,gold_quantile,bit_quantile,gold_dif,bit_dif,gold_dea,bit_dea
2016-09-11,1324.6,621.65,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0
2016-09-12,1324.6,609.67,1.0,0.0,-0.019271294136572,,,,,,,,,0.0,-1.5290712250713114,0.0,0.0,0.0,-0.9556695156695696,0.0,-0.1911339031339139
2016-09-13,1323.65,610.92,1.0,-0.0007171976445718,0.0020502895008775,,,,,,,,,-0.1212535612532519,-2.244277783459511,0.0,0.0,-0.0757834757832824,-1.5938075177961082,-0.0151566951566564,-0.4716686260663527
2016-09-14,1321.75,608.82,1.0,-0.0014354247724096,-0.0034374386171674,,,,,,,,,-0.4331273934463388,-2.834340610875246,0.0,0.0,-0.2858613160606182,-2.2431315078633816,-0.0692976193374488,-0.8259612024257585
2016-09-15,1310.8,610.38,1.0,-0.008284471344808,0.0025623336946879,,,,,,,,,-2.002241907062533,-2.841428368983226,0.4,0.3333333333333333,-1.320698811251532,-2.6018539330402746,-0.3195778577202655,-1.1811397485486617
2016-09-16,1308.35,609.11,1.0,-0.0018690875801037,-0.002080671057374,,,,,,,,,-3.1876511481344263,-2.837478882953948,1.0,1.0,-2.311859825304282,-2.954564050394879,-0.7180342512370688,-1.535824608917905
2016-09-17,1308.35,607.04,0.0,0.0,-0.003398400945642,,,,,,,,,-3.7504483923005454,-2.922459578481518,0.8888888888888888,0.8888888888888888,-3.062064496424909,-3.362361845468854,-1.1868403002746368,-1.901132056228095
2016-09-18,1308.35,611.58,0.0,0.0,0.0074789140748551,,,,,,,,,-3.884953706763012,-2.208394768259515,0.8888888888888888,1.0,-3.614936367001519,-3.281378786390292,-1.672459513620013,-2.1771814022605342
2016-09-19,1314.85,610.19,1.0,0.0049680895784767,-0.0022728015958664,,,,,,,,,-2.905478721264738,-1.7827802868940283,0.7272727272727273,0.4166666666666667,-3.4883837144104746,-3.291419081569302,-2.035644353778105,-2.400028938122288
2016-09-20,1313.8,608.66,1.0,-0.0007985701791078,-0.0025074157229716,,,,,,,,,-2.2361527123047003,-1.5740779268281164,0.3076923076923077,0.46153846153846156,-3.4332397989685437,-3.383827642389861,-2.315163442816193,-2.5967886789758023
2016-09-21,1326.1,598.88,1.0,0.0093621555792357,-0.0160680839877763,,,,,,,,,-0.087280980362526,-2.561676215678056,0.46153846153846156,0.46153846153846156,-2.3697140555427723,-4.197836313774587,-2.326073565361509,-2.9169982059355597
2016-09-22,1339.1,597.42,1.0,0.009803182263781,-0.0024378840502271,,,,,,,,,2.96583760050432,-3.1795565366483007,0.14285714285714285,0.0,-0.4724250650463091,-4.904221041340747,-1.9553438652984687,-3.314442773016597
2016-09-23,1338.65,594.08,1.0,-0.0003360465984615,-0.0055907067055001,,,,,,,,,4.702216166542182,-3.766022054003948,0.0,0.0,0.9835412387903943,-5.668206556769064,-1.3675668444806963,-3.7851955297670905
2016-09-24,1338.65,603.88,0.0,0.0,0.0164960948020467,,,,,,,,,5.568982362749678,-2.616342158374352,0.05555555555555555,0.05555555555555555,2.113047132237853,-5.42040937875106,-0.6714440491369867,-4.112238299563884
2016-09-25,1338.65,601.74,0.0,0.0,-0.0035437504139895,,,,,,,,,5.832562219175622,-1.9567507114519,0.05555555555555555,0.10526315789473684,2.973907337847777,-5.335207494221322,0.0576262282599659,-4.356832138495372
2016-09-26,1340.5,598.98,1.0,0.001381989317596,-0.0045866985741349,,,,,,,,,5.927091038890712,-1.7135881556113048,0.0,0.09523809523809523,3.762058127566661,-5.427824735752438,0.798512608121305,-4.571030657946785
2016-09-27,1327.0,605.96,1.0,-0.0100708690787019,0.0116531436775852,,,,,,,,,3.937995268320279,-0.4971084389190654,0.22727272727272727,0.0,3.2597596508214792,-4.881723432271201,1.2907620166613398,-4.633169212811668
2016-09-28,1322.5,605.67,1.0,-0.0033911077618688,-0.0004785794441878,,,,,,,,,1.886938119119816,0.3388819198001602,0.0,0.0,2.4700983411112247,-4.421368012936568,1.5266292815513167,-4.590808972836649
2016-09-29,1318.1,603.85,1.0,-0.0033270321361059,-0.0030049366816912,,,,,,,,,-0.0869725977401589,0.6965104925070271,0.125,0.2,1.4722714079637171,-4.155489915019757,1.5157577068337966,-4.503745161273271
2016-09-30,1322.5,609.39,1.0,0.0033381382292694,0.009174463856918,,,,,,,,,-0.7856646525391184,1.6733722075084838,0.34615384615384615,0.4074074074074074,1.0247172989968476,-3.457887531580468,1.4175496252664068,-4.29457363533471
2016-10-01,1322.5,614.82,0.0,0.0,0.0089105498941565,,,,,,,,,-1.208252515931855,2.9692947144836737,0.32142857142857145,0.32142857142857145,0.6623918028089975,-2.438764438782414,1.266518060774925,-3.9234117960242503
2016-10-02,1322.5,612.98,0.0,0.0,-0.0029927458443122,,,,,,,,,-1.4328770151970684,3.4625874902177145,0.32142857142857145,0.3103448275862069,0.3709699262767572,-1.7592946146381792,1.0874084338752914,-3.4905883597470364
2016-10-03,1313.3,611.85,1.0,-0.0069565217391304,-0.0018434532937453,,,,,,,,,-2.6926259232755143,3.5096774228212557,0.41379310344827586,0.43333333333333335,-0.5954827681719053,-1.297039970483752,0.750830193465852,-3.0518786818943795
2016-10-04,1283.3,609.62,1.0,-0.02284321937105,-0.003644684154613,,,,,,,,,-7.183810413381446,3.126229400476313,0.3548387096774194,0.5,-3.739051314897552,-1.0979853065966836,-0.1471461082068286,-2.66110000683484
2016-10-05,1269.4,607.18,1.0,-0.0108314501675367,-0.0040024933565172,,,,,,,,,-11.39365867869362,2.459100779847104,0.5,0.5,-7.26818278239034,-1.1241620194304005,-1.571353443043531,-2.3537124093539523
2016-10-06,1254.5,612.08,1.0,-0.0117378288955412,0.0080700945353932,,,,,,,,,-15.308150520988107,2.580377157431882,0.48484848484848486,0.5588235294117647,-11.138947518661098,-0.7409766859590263,-3.4848722581670444,-2.0311652646749674
2016-10-07,1258.75,617.21,1.0,0.0033878039059386,0.0083812573519801,,,,,,,,,-16.3532076528006,3.212927929699207,0.5714285714285714,0.5555555555555556,-13.705627041167418,-0.0230853086129627,-5.529023214767119,-1.6295492734625665
2016-10-08,1258.75,614.74,0.0,0.0,-0.0040018794251551,,,,,,,,,-16.050152950842474,3.155424828110735,0.5675675675675675,0.5675675675675675,-15.560368809043666,0.342591244106643,-7.5352923336224285,-1.2351211699487246
2016-10-09,1258.75,615.65,0.0,0.0,0.001480300614894,,,,,,,,,-14.881432951806769,3.0926392905067326,0.5675675675675675,0.47368421052631576,-16.83618792850166,0.6977783866179834,-9.395471452598274,-0.8485412586353829
